QUANTIDADE,IDX_PRODUTO,SEMANA
-10.0,       10469,2013-11-25
1.0,       10499,2013-11-25
1.0,       10501,2013-11-25
2.0,       10501,2013-11-25
2.0,       10511,2013-11-25
-2.0,       10519,2013-11-25
1.0,       10524,2013-11-25
3.0,       10524,2013-11-25
1.0,       10548,2013-11-25
1.0,       10552,2013-11-25
1.0,       10565,2013-11-25
1.0,       10569,2013-11-25
1.0,       10569,2013-11-25
1.0,       10663,2013-11-25
1.0,       10678,2013-11-25
2.0,       10722,2013-11-25
1.0,       10724,2013-11-25
1.0,       11313,2013-11-25
1.0,       11313,2013-11-25
24.0,       11317,2013-11-25
-1.0,       11336,2013-11-25
1.0,       11336,2013-11-25
1.0,       11336,2013-11-25
1.0,       11336,2013-11-25
10.0,       11406,2013-11-25
-10.0,       11411,2013-11-25
-0.24,       11513,2013-11-25
1.0,       11768,2013-11-25
1.0,       11956,2013-11-25
9.0,       11957,2013-11-25
4.0,       11957,2013-11-25
1.0,       11966,2013-11-25
1.0,       11966,2013-11-25
2.0,       11967,2013-11-25
2.0,       11967,2013-11-25
-2.0,       11971,2013-11-25
1.0,       11977,2013-11-25
0.05,       12059,2013-11-25
1.0,       12097,2013-11-25
1.0,       12112,2013-11-25
1.0,       12122,2013-11-25
1.0,       12124,2013-11-25
1.0,       12124,2013-11-25
-1.0,       12127,2013-11-25
1.0,       12127,2013-11-25
1.85,       12183,2013-11-25
3.0,       12218,2013-11-25
1.0,       12218,2013-11-25
0.09,       12233,2013-11-25
5.0,       12306,2013-11-25
5.0,       12306,2013-11-25
0.3,       12313,2013-11-25
5.0,       12328,2013-11-25
1.0,       12337,2013-11-25
1.0,       12337,2013-11-25
1.0,       12340,2013-11-25
1.0,       12340,2013-11-25
1.0,       12340,2013-11-25
10.0,       12346,2013-11-25
-1.7,       12347,2013-11-25
0.05,       12352,2013-11-25
2.0,       12355,2013-11-25
1.0,       12355,2013-11-25
1.0,       12401,2013-11-25
1.0,       12402,2013-11-25
0.3,       12404,2013-11-25
4.0,       12408,2013-11-25
5.0,       12539,2013-11-25
-0.3,       12563,2013-11-25
3.0,       12712,2013-11-25
0.2,       12712,2013-11-25
50.0,          87,2013-12-02
20.0,          87,2013-12-02
30.0,          87,2013-12-02
0.5,         273,2013-12-02
30.0,         332,2013-12-02
40.0,         332,2013-12-02
20.0,         332,2013-12-02
2.0,         349,2013-12-02
-5.0,         349,2013-12-02
0.35,         791,2013-12-02
0.5,         791,2013-12-02
-0.34,         791,2013-12-02
0.45,         791,2013-12-02
0.11,         791,2013-12-02
-0.33,         791,2013-12-02
0.68,         791,2013-12-02
0.68,         792,2013-12-02
0.31,         801,2013-12-02
0.15,         801,2013-12-02
0.11,         801,2013-12-02
0.68,         801,2013-12-02
0.15,         802,2013-12-02
0.08,         808,2013-12-02
0.5,         808,2013-12-02
-0.33,         808,2013-12-02
0.11,         815,2013-12-02
0.09,         819,2013-12-02
0.09,         831,2013-12-02
-0.33,         831,2013-12-02
0.11,         831,2013-12-02
0.45,         831,2013-12-02
-4.17,         834,2013-12-02
0.2,         844,2013-12-02
0.1,         844,2013-12-02
0.65,         844,2013-12-02
-0.33,         845,2013-12-02
0.68,         845,2013-12-02
0.11,         849,2013-12-02
2.25,         850,2013-12-02
-0.34,         862,2013-12-02
0.11,         862,2013-12-02
0.25,         862,2013-12-02
1.0,         873,2013-12-02
4.0,         873,2013-12-02
-2.0,         873,2013-12-02
6.0,         873,2013-12-02
2.0,         873,2013-12-02
0.5,        1256,2013-12-02
-0.5,        1256,2013-12-02
0.3,        1289,2013-12-02
24.0,        1365,2013-12-02
8.0,        1365,2013-12-02
4.0,        1365,2013-12-02
3.0,        1365,2013-12-02
4.0,        1365,2013-12-02
2.0,        1365,2013-12-02
20.0,        1365,2013-12-02
1.0,        1431,2013-12-02
1.0,        1431,2013-12-02
1.0,        1431,2013-12-02
1.0,        1431,2013-12-02
-2.0,        1431,2013-12-02
2.0,        1431,2013-12-02
0.3,        1568,2013-12-02
-20.0,        1572,2013-12-02
8.0,        1595,2013-12-02
8.0,        1611,2013-12-02
5.0,        1643,2013-12-02
-15.0,        1643,2013-12-02
10.0,        1667,2013-12-02
-20.0,        1667,2013-12-02
1.0,        1675,2013-12-02
0.5,        1679,2013-12-02
0.06,        1679,2013-12-02
1.71,        1679,2013-12-02
0.07,        1679,2013-12-02
0.25,        1680,2013-12-02
0.12,        1683,2013-12-02
-1.0,        1684,2013-12-02
0.06,        1685,2013-12-02
1.6,        1686,2013-12-02
0.1,        1686,2013-12-02
-0.42,        1687,2013-12-02
0.06,        1687,2013-12-02
0.5,        1688,2013-12-02
0.1,        1688,2013-12-02
0.3,        1689,2013-12-02
0.3,        1690,2013-12-02
0.1,        1694,2013-12-02
0.09,        1694,2013-12-02
0.12,        1694,2013-12-02
0.1,        1709,2013-12-02
0.07,        1711,2013-12-02
0.12,        1720,2013-12-02
0.25,        1720,2013-12-02
0.06,        1720,2013-12-02
0.07,        1720,2013-12-02
-1.0,        1722,2013-12-02
32.0,        1744,2013-12-02
10.0,        1744,2013-12-02
4.0,        1744,2013-12-02
0.15,        1747,2013-12-02
0.11,        1747,2013-12-02
0.31,        1747,2013-12-02
0.68,        1747,2013-12-02
0.45,        1747,2013-12-02
0.5,        1751,2013-12-02
1.0,        1764,2013-12-02
1.0,        1767,2013-12-02
20.0,        1773,2013-12-02
20.0,        1833,2013-12-02
0.5,        1868,2013-12-02
2.0,        1883,2013-12-02
1.0,        1883,2013-12-02
1.0,        1883,2013-12-02
-2.0,        1883,2013-12-02
1.0,        1883,2013-12-02
1.0,        1883,2013-12-02
1.0,        1917,2013-12-02
0.31,        1937,2013-12-02
-0.33,        1937,2013-12-02
0.7,        1937,2013-12-02
0.45,        1937,2013-12-02
0.15,        1937,2013-12-02
0.18,        1937,2013-12-02
0.09,        1937,2013-12-02
0.15,        1986,2013-12-02
20.0,        1988,2013-12-02
7.0,        1996,2013-12-02
10.0,        1996,2013-12-02
10.0,        1998,2013-12-02
8.0,        2008,2013-12-02
-15.0,        2008,2013-12-02
0.5,        2063,2013-12-02
0.1,        2063,2013-12-02
0.25,        2063,2013-12-02
0.3,        2063,2013-12-02
1.0,        2063,2013-12-02
0.1,        2063,2013-12-02
20.0,        2133,2013-12-02
-0.33,        2157,2013-12-02
0.35,        2157,2013-12-02
0.1,        2163,2013-12-02
1.0,        2174,2013-12-02
0.2,        2177,2013-12-02
2.0,        2186,2013-12-02
1.0,        2198,2013-12-02
1.0,        2215,2013-12-02
1.0,        2336,2013-12-02
-1.71,        2411,2013-12-02
20.0,        2529,2013-12-02
1.0,        2537,2013-12-02
1.0,        2555,2013-12-02
0.25,        2586,2013-12-02
0.3,        2586,2013-12-02
0.68,        2592,2013-12-02
2.0,        2653,2013-12-02
8.0,        2653,2013-12-02
0.1,        2663,2013-12-02
1.0,        2822,2013-12-02
-0.33,        2980,2013-12-02
0.25,        2981,2013-12-02
0.1,        3028,2013-12-02
-0.33,        3030,2013-12-02
-2.25,        3031,2013-12-02
0.68,        3034,2013-12-02
0.15,        3325,2013-12-02
0.06,        3407,2013-12-02
1.0,        3506,2013-12-02
2.0,        3506,2013-12-02
2.0,        3593,2013-12-02
1.0,        3593,2013-12-02
-2.0,        3593,2013-12-02
1.0,        3593,2013-12-02
1.0,        3593,2013-12-02
-1.6,        3961,2013-12-02
0.25,        4193,2013-12-02
-0.33,        4323,2013-12-02
-3.0,        4323,2013-12-02
0.25,        4366,2013-12-02
0.1,        4366,2013-12-02
0.15,        4368,2013-12-02
0.2,        4368,2013-12-02
-0.22,        4368,2013-12-02
0.1,        4368,2013-12-02
0.2,        4573,2013-12-02
0.35,        4640,2013-12-02
0.33,        4640,2013-12-02
0.15,        4640,2013-12-02
0.31,        4640,2013-12-02
0.1,        4640,2013-12-02
1.0,        4640,2013-12-02
0.45,        4640,2013-12-02
0.11,        4640,2013-12-02
0.35,        4912,2013-12-02
0.09,        4912,2013-12-02
0.68,        4912,2013-12-02
0.5,        4946,2013-12-02
1.0,        4949,2013-12-02
0.9,        4949,2013-12-02
-0.22,        4990,2013-12-02
0.25,        5021,2013-12-02
0.1,        5021,2013-12-02
0.31,        5021,2013-12-02
0.1,        5029,2013-12-02
0.25,        5029,2013-12-02
0.2,        5029,2013-12-02
20.0,        5198,2013-12-02
10.0,        5206,2013-12-02
1.0,        5270,2013-12-02
0.09,        5324,2013-12-02
0.1,        5324,2013-12-02
-0.33,        5324,2013-12-02
6.0,        5432,2013-12-02
3.0,        5432,2013-12-02
12.0,        5432,2013-12-02
-3.0,        5432,2013-12-02
18.0,        5513,2013-12-02
0.1,        5862,2013-12-02
2.0,        5871,2013-12-02
0.4,        5883,2013-12-02
0.5,        5888,2013-12-02
-0.33,        5888,2013-12-02
0.11,        5888,2013-12-02
0.1,        5888,2013-12-02
0.31,        5888,2013-12-02
0.68,        5888,2013-12-02
0.45,        5888,2013-12-02
0.15,        5888,2013-12-02
0.15,        5889,2013-12-02
0.05,        5889,2013-12-02
0.15,        5889,2013-12-02
0.1,        5896,2013-12-02
0.1,        5917,2013-12-02
1.0,        5999,2013-12-02
0.5,        5999,2013-12-02
0.12,        6095,2013-12-02
0.25,        6096,2013-12-02
0.12,        6425,2013-12-02
2.0,        6438,2013-12-02
-5.0,        6438,2013-12-02
0.11,        8349,2013-12-02
28.0,        9547,2013-12-02
5.0,        9547,2013-12-02
10.0,        9547,2013-12-02
0.08,       10198,2013-12-02
0.11,       10198,2013-12-02
0.1,       10198,2013-12-02
0.25,       10198,2013-12-02
0.1,       10199,2013-12-02
4.17,       10207,2013-12-02
8.0,       10265,2013-12-02
-15.0,       10268,2013-12-02
0.65,       10275,2013-12-02
0.09,       10275,2013-12-02
0.06,       10285,2013-12-02
5.0,       10317,2013-12-02
15.0,       10317,2013-12-02
15.0,       10317,2013-12-02
1.0,       10393,2013-12-02
2.0,       10393,2013-12-02
2.0,       10396,2013-12-02
6.0,       10399,2013-12-02
9.0,       10404,2013-12-02
2.0,       10405,2013-12-02
3.0,       10409,2013-12-02
14.0,       10414,2013-12-02
1.0,       10420,2013-12-02
18.0,       10420,2013-12-02
14.0,       10420,2013-12-02
8.0,       10420,2013-12-02
3.0,       10420,2013-12-02
1.0,       10420,2013-12-02
4.0,       10423,2013-12-02
4.0,       10429,2013-12-02
10.0,       10429,2013-12-02
1.0,       10429,2013-12-02
2.0,       10429,2013-12-02
19.0,       10433,2013-12-02
6.0,       10434,2013-12-02
1.0,       10437,2013-12-02
1.0,       10439,2013-12-02
1.0,       10439,2013-12-02
-19.0,       10439,2013-12-02
1.0,       10441,2013-12-02
1.0,       10443,2013-12-02
-3.0,       10443,2013-12-02
1.0,       10443,2013-12-02
3.0,       10443,2013-12-02
1.0,       10443,2013-12-02
3.0,       10444,2013-12-02
10.0,       10452,2013-12-02
1.0,       10456,2013-12-02
-2.0,       10456,2013-12-02
7.0,       10464,2013-12-02
4.0,       10466,2013-12-02
1.0,       10469,2013-12-02
-7.0,       10469,2013-12-02
-7.0,       10469,2013-12-02
2.0,       10469,2013-12-02
1.0,       10469,2013-12-02
-2.0,       10469,2013-12-02
1.0,       10481,2013-12-02
-1.0,       10498,2013-12-02
2.0,       10498,2013-12-02
2.0,       10498,2013-12-02
1.0,       10498,2013-12-02
-1.0,       10499,2013-12-02
2.0,       10501,2013-12-02
-7.0,       10501,2013-12-02
10.0,       10505,2013-12-02
1.0,       10516,2013-12-02
2.0,       10519,2013-12-02
2.0,       10519,2013-12-02
1.0,       10519,2013-12-02
1.0,       10524,2013-12-02
6.0,       10524,2013-12-02
-5.0,       10524,2013-12-02
1.0,       10524,2013-12-02
2.0,       10524,2013-12-02
10.0,       10524,2013-12-02
1.0,       10524,2013-12-02
4.0,       10524,2013-12-02
-1.0,       10529,2013-12-02
1.0,       10529,2013-12-02
2.0,       10541,2013-12-02
2.0,       10541,2013-12-02
2.0,       10544,2013-12-02
2.0,       10544,2013-12-02
6.0,       10548,2013-12-02
1.0,       10548,2013-12-02
1.0,       10548,2013-12-02
3.0,       10552,2013-12-02
-3.0,       10552,2013-12-02
1.0,       10565,2013-12-02
1.0,       10565,2013-12-02
6.0,       10565,2013-12-02
1.0,       10565,2013-12-02
3.0,       10565,2013-12-02
1.0,       10565,2013-12-02
-3.0,       10569,2013-12-02
1.0,       10569,2013-12-02
3.0,       10569,2013-12-02
3.0,       10569,2013-12-02
1.0,       10569,2013-12-02
10.0,       10569,2013-12-02
1.0,       10569,2013-12-02
1.0,       10569,2013-12-02
1.0,       10569,2013-12-02
-40.0,       10657,2013-12-02
10.0,       10660,2013-12-02
180.0,       10660,2013-12-02
35.0,       10660,2013-12-02
2.0,       10663,2013-12-02
2.0,       10663,2013-12-02
2.0,       10722,2013-12-02
1.0,       10925,2013-12-02
1.0,       11313,2013-12-02
2.0,       11313,2013-12-02
2.0,       11313,2013-12-02
4.0,       11313,2013-12-02
1.0,       11313,2013-12-02
10.0,       11317,2013-12-02
30.0,       11317,2013-12-02
20.0,       11317,2013-12-02
1.0,       11336,2013-12-02
1.0,       11336,2013-12-02
-2.0,       11336,2013-12-02
1.0,       11336,2013-12-02
1.0,       11336,2013-12-02
2.0,       11336,2013-12-02
-1.0,       11390,2013-12-02
1.0,       11403,2013-12-02
-2.0,       11411,2013-12-02
1.0,       11411,2013-12-02
-2.0,       11411,2013-12-02
1.0,       11411,2013-12-02
1.0,       11411,2013-12-02
5.0,       11656,2013-12-02
18.0,       11659,2013-12-02
1.0,       11890,2013-12-02
-1.0,       11894,2013-12-02
1.0,       11894,2013-12-02
1.0,       11943,2013-12-02
3.0,       11956,2013-12-02
1.0,       11965,2013-12-02
2.0,       11966,2013-12-02
-3.0,       11966,2013-12-02
1.0,       11966,2013-12-02
1.0,       11966,2013-12-02
4.0,       11967,2013-12-02
-10.0,       11967,2013-12-02
2.0,       11967,2013-12-02
2.0,       11967,2013-12-02
3.0,       11973,2013-12-02
2.0,       11977,2013-12-02
10.0,       11980,2013-12-02
1.0,       12013,2013-12-02
2.0,       12014,2013-12-02
12.0,       12034,2013-12-02
1.0,       12038,2013-12-02
-1.0,       12103,2013-12-02
1.0,       12103,2013-12-02
-1.0,       12112,2013-12-02
1.0,       12112,2013-12-02
2.0,       12124,2013-12-02
-3.0,       12124,2013-12-02
1.0,       12124,2013-12-02
1.0,       12128,2013-12-02
1.0,       12171,2013-12-02
0.15,       12183,2013-12-02
-0.33,       12183,2013-12-02
-4.0,       12218,2013-12-02
1.0,       12218,2013-12-02
8.0,       12218,2013-12-02
0.5,       12228,2013-12-02
-0.33,       12233,2013-12-02
0.68,       12233,2013-12-02
0.31,       12233,2013-12-02
0.42,       12249,2013-12-02
0.1,       12254,2013-12-02
1.0,       12271,2013-12-02
10.0,       12304,2013-12-02
-15.0,       12306,2013-12-02
10.0,       12306,2013-12-02
20.0,       12306,2013-12-02
25.0,       12308,2013-12-02
0.9,       12313,2013-12-02
1.0,       12337,2013-12-02
1.0,       12337,2013-12-02
1.0,       12337,2013-12-02
1.0,       12340,2013-12-02
1.0,       12340,2013-12-02
1.0,       12340,2013-12-02
1.0,       12340,2013-12-02
268.0,       12340,2013-12-02
0.31,       12349,2013-12-02
-0.33,       12349,2013-12-02
0.11,       12349,2013-12-02
0.25,       12349,2013-12-02
1.0,       12355,2013-12-02
-4.0,       12355,2013-12-02
2.0,       12355,2013-12-02
1.0,       12355,2013-12-02
6.0,       12355,2013-12-02
4.0,       12355,2013-12-02
3.0,       12355,2013-12-02
1.0,       12355,2013-12-02
2.0,       12363,2013-12-02
1.0,       12363,2013-12-02
0.05,       12380,2013-12-02
-2.0,       12383,2013-12-02
1.0,       12387,2013-12-02
4.0,       12394,2013-12-02
2.0,       12394,2013-12-02
4.0,       12402,2013-12-02
2.0,       12408,2013-12-02
2.0,       12409,2013-12-02
8.0,       12416,2013-12-02
0.15,       12421,2013-12-02
7.0,       12552,2013-12-02
0.2,       12560,2013-12-02
0.05,       12585,2013-12-02
5.0,       12595,2013-12-02
0.1,       12647,2013-12-02
10.0,       12691,2013-12-02
5.0,       12710,2013-12-02
20.0,          87,2013-12-09
10.0,          87,2013-12-09
20.0,         332,2013-12-09
10.0,         332,2013-12-09
2.0,         349,2013-12-09
-3.0,         349,2013-12-09
14.0,         749,2013-12-09
0.13,         791,2013-12-09
0.15,         791,2013-12-09
0.07,         791,2013-12-09
0.2,         791,2013-12-09
3.6,         791,2013-12-09
0.27,         791,2013-12-09
0.22,         791,2013-12-09
0.2,         799,2013-12-09
0.27,         799,2013-12-09
0.2,         801,2013-12-09
0.1,         801,2013-12-09
0.07,         801,2013-12-09
0.27,         801,2013-12-09
0.5,         801,2013-12-09
0.27,         802,2013-12-09
0.14,         802,2013-12-09
0.5,         802,2013-12-09
1.0,         802,2013-12-09
0.1,         802,2013-12-09
0.25,         802,2013-12-09
0.4,         806,2013-12-09
0.13,         808,2013-12-09
0.5,         808,2013-12-09
0.15,         808,2013-12-09
0.27,         815,2013-12-09
0.07,         818,2013-12-09
0.07,         819,2013-12-09
0.05,         826,2013-12-09
-0.42,         829,2013-12-09
0.4,         829,2013-12-09
0.21,         831,2013-12-09
1.0,         831,2013-12-09
0.27,         831,2013-12-09
-0.42,         831,2013-12-09
-5.0,         834,2013-12-09
0.22,         844,2013-12-09
0.21,         845,2013-12-09
0.2,         850,2013-12-09
0.22,         859,2013-12-09
0.14,         862,2013-12-09
1.0,         873,2013-12-09
2.0,         873,2013-12-09
12.0,         873,2013-12-09
1.0,         873,2013-12-09
2.0,         873,2013-12-09
15.0,         873,2013-12-09
3.0,         873,2013-12-09
-2.0,         873,2013-12-09
1.0,        1256,2013-12-09
-0.42,        1281,2013-12-09
6.0,        1365,2013-12-09
3.0,        1365,2013-12-09
7.0,        1365,2013-12-09
5.0,        1365,2013-12-09
-38.0,        1365,2013-12-09
1.0,        1365,2013-12-09
-10.0,        1365,2013-12-09
1.0,        1365,2013-12-09
1.0,        1431,2013-12-09
2.0,        1431,2013-12-09
1.0,        1431,2013-12-09
2.0,        1431,2013-12-09
